job_titles,cluster
Account Coordinator,11
Advertising Assistant,11
Advertising Coordinator,11
Booking Agent,48
Copywriter,31
Creative Assistant,11
Creative Director,31
Field Marketing Representative,48
Marketing Copywriter,48
Production Worker,31
Promotions Assistant,11
Senior Copywriter,31
Sponsor,11
Gas Station Cashier,11
Grocery Bagger,48
Grocery Store Manager,48
Mall,48
Meat Cutter,11
Merchandising,29
Retail Assistant Manager,11
Retail Director,11
Retail District Manager,48
Retail Management,48
Retail Manager,48
Retail Store Manager,48
Showroom Manager,31
Store Director,31
Store Manager,48
Building Superintendent,11
Civil Engineer,48
Concrete Worker,31
Construction Administrator,11
Construction Assistant,11
Construction Flagger,48
Construction Helper,11
Construction Project Engineer,11
Construction Superintendent,11
Construction Technician,11
Director Of Construction,31
Director Of Facilities,31
Electrician Apprentice,11
Glazier,31
Highway Maintenance Worker,48
Ironworker,31
Roofer,31
Saw Filer,31
Insurance,11
Medical Librarian,48
Medication Aide,29
Pharmacist Manager,11
Pharmacy Technician Instructor,11
Child Advocate,11
Community Organizer,48
Immigration Specialist,11
Social Service,31
Social Service Worker,31
Youth Mentor,11
Supply Chain Management,11
Athletic Coordinator,11
Athletic Director,11
Certified Athletic Trainer,31
Head Football Coach,31
Naturalist,11
Referee,31
Umpire,31
Author,11
Creative Writer,31
Environment Artist,11
Field Interviewer,48
Game Master,11
Grant Writer,48
Multimedia Journalist,11
News Anchor,11
News Photographer,48
News Reporter,31
Newspaper Reporter,31
Photojournalist,11
Proposal Writer,31
Radio Host,11
Report Writer,31
Reviewer,31
Speech Writer,31
Sports Anchor,11
Sports Reporter,31
Video Journalist,11
Desktop Publisher,31
Academic Dean,11
Accounting Instructor,11
Admissions Officer,11
Art Professor,11
Assistant Professor,11
Associate Professor,11
Biology Instructor,11
Business Teacher,11
Chemistry Professor,31
College Instructor,11
Engineering Teacher,48
Faculty,48
Finance Professor,31
High School Counselor,31
Law Professor,31
Lead Teacher,29
Lecturer,31
Long Term Substitute Teacher,11
Math Teacher,29
Preschool Assistant,11
Professor,31
School Counselor,11
School Psychologist,11
School Teacher,29
Spanish Tutor,11
Special Education Teacher,29
Special Educator,11
Student Assistant,11
Student Mentor,11
Teacher Aide,11
Teacher Assistant,11
Teachers Aide,29
Teaching Assistant,11
Actor,11
Art Handler,11
Artist,11
Choir Director,11
Church Musician,29
Comic,11
Copy Writer,11
Dancer,48
Entertainment Writer,48
Gamer,48
Interior Design Assistant,11
Makeup Artist,11
Music Director,11
Promoter,31
Recreation Coordinator,11
Recreation Director,11
Scenic Artist,11
Talent Director,31
Theatre,29
Woodworker,31
Acupuncturist,11
Audiologist,11
Clinical Psychologist,11
Crna,11
Dermatologist,48
Doula,11
Endocrinologist,11
Gastroenterologist,11
General Surgeon,48
Gynecologist,11
Hospitalist,11
Immunologist,11
Medical Doctor,48
Mental Health Clinician,11
Mental Health Counselor,11
Mental Health Professional,11
Mental Health Specialist,11
Mental Health Technician,29
Mental Health Therapist,29
Pool Attendant,11
Sommelier,31
Wait Staff,31
Waiter,31
Waitress,11
Babysitter,31
Child Care Assistant,11
Classroom Aide,31
Day Camp Counselor,11
Homemaker,31
Live In Caregiver,11
Cop,11
Deployment Technician,29
Federal Air Marshal,11
Firefighter,29
Fireman,48
Forest Firefighter,31
Gate Guard,11
Hot Shot,11
K9 Handler,48
Military Police,11
Military Police Officer,31
Officer,31
Parole Officer,31
Peace Officer,31
Police Chief,31
Police Officer,31
Special Police Officer,31
CTO,31
Information Manager,48
Information Security Officer,31
Information Systems Manager,48
It Director,31
It Manager,48
Noc Manager,48
Program Supervisor,48
Service Desk Manager,48
Technical Program Manager,48
Technical Services Manager,29
Aba Therapist,11
Art Therapist,11
Behavior Interventionist,11
Mental Health Associate,11
Recreation Therapist,11
Recreational Therapist,31
Rehabilitation Specialist,11
Rehabilitation Therapist,31
Academic Administrator,11
Commercial Real Estate Appraiser,11
Estate Manager,48
Real Estate Analyst,11
Residential Appraiser,31
Model Maker,48
Spa Coordinator,11
Tailor,48
Clinical Documentation Specialist,11
Clinical Scientist,11
Contact Tracer,48
Cultivator,11
Forester,31
Library Page,48
Marine Biologist,48
Nuclear Physicist,11
Organizational Psychologist,11
Park Naturalist,11
Physicist,11
Public Health Analyst,11
Research Psychologist,11
Social Scientist,11
Banker,48
Branch Manager,48
Director Of Accounting,11
Finance Director,11
Finance Executive,11
Inventory Manager,48
Investment Consultant,11
Lead Auditor,11
Management Accountant,11
Mortgage Consultant,48
Options Trader,11
Payroll Consultant,11
Personal Banker,48
Private Banker,31
Project Accountant,11
Proprietary Trader,11
Regional Account Manager,48
Reimbursement Manager,48
Relationship Banker,11
Senior Account Manager,48
Senior Accountant,11
Senior Finance Manager,48
Geriatric Nursing Assistant,11
Assistant General Manager,11
Business Operations Specialist,11
Clinical Manager,48
Real Estate Sales Agent,11
Community Association Manager,11
Presenter,11
Forestry Technician,11
Grounds Manager,48
Office Administrator,31
Information Technology Director,11
Assistant Dean,11
Associate Dean,11
Dean,31
Gardener,48
Business Leader,11
Peer Mentor,48
Artistic Director,11
Design Director,11
Sailing Instructor,11
Personal Care Worker,48
Academic Director,11
Chief Technology Officer,31
Food Handler,11
Plant Manager,48
Power Plant Operator,31
Project Engineering Manager,48
Reactor Operator,31
Vp Of Engineering,48
Wastewater Treatment Operator,11
Water Treatment Plant Operator,31
Manager Trainee,48
Office,31
Office Worker,31
Summer Associate,11
Air Traffic Controller,31
Bus Monitor,48
Fleet Administrator,11
Fleet Manager,48
Flight Attendant,11
Ordinary Seaman,48
Passenger Service Agent,11
Ramp Agent,11
Steward,48
Terminal Manager,48
Toll Collector,11
Beach Attendant,11
Bellhop,11
Bellman,11
Busboy,11
Busser,11
Concierge,11
Dietary Aide,11
Doorman,48
Hospice Chaplain,11
Pharmaceutical,11
Activist,11
Community Worker,31
Federal Contractor,11
Government Contractor,11
Assistant Athletic Director,11
Assistant Basketball Coach,11
Assistant Coach,11
Assistant Football Coach,11
Assistant Soccer Coach,11
Diver,48
Gym,11
Licensed Massage Therapist,29
Massage Therapist,11
Performer,31
Public Address Announcer,11
Radio,11
Speaker,48
Central Office Technician,29
Physician Liaison,11
Primary Care Physician,11
Psychiatrist,11
Psychologist,11
Psychotherapist,11
Rheumatologist,11
Speech Language Pathology Assistant,11
Speech Pathologist,11
Speech Pathology Assistant,11
Crematory Operator,31
Deckhand,48
Heavy Construction,11
Independent Adjuster,11
Laborer,31
Landscape Laborer,31
Laundry Aide,11
Loader Operator,31
Locksmith,31
Logger,48
Lumberjack,48
Mason,29
Master Electrician,29
Master Plumber,11
Mechanic Helper,29
Merchant Marine,48
Miner,48
Mover Helper,31
Plumber Helper,31
Rigger,48
Spotter,31
Tankerman,48
Teamster,48
Zamboni Driver,48
Associate Pastor,11
Camp Counselor,11
Coach,31
Mentor,48
Travel Consultant,11
Wedding Coordinator,11
Client Associate,11
Client Service Associate,11
Customer Service Associate,11
Customer Service Operator,31
Customer Service Receptionist,31
Customer Service Specialist,11
Pbx Operator,31
Phone Operator,31
Service Representative,31
Telephone Operator,31
Ambassador,11
Brand Ambassador,11
Brand Representative,11
Marketing Representative,48
Key Holder,11
Wholesaler,11
Aerial Lineman,48
Architect,11
Brick Mason,48
Builder,31
Building Inspector,11
Concrete Finisher,11
Crane Operator,31
Directional Driller,31
Excavator,48
Field Worker,31
Flagger,48
Claims Clerk,31
Academic Tutor,11
High School English Teacher,29
High School History Teacher,29
High School Math Teacher,29
High School Science Teacher,29
High School Spanish Teacher,29
High School Teacher,29
History Teacher,11
History Tutor,11
Infant Teacher,11
Kindergarten Teacher,29
Language Arts Teacher,48
Latin Teacher,29
Mandarin Teacher,29
Math Instructor,11
Math Tutor,11
Middle School Science Teacher,29
Middle School Teacher,29
Montessori Teacher,48
Music Teacher,29
Orchestra Teacher,29
Physical Education Teacher,29
Physics Teacher,29
Piano Teacher,29
Postdoc,11
Pre K Teacher,29
Preschool Teacher,29
Primary Teacher,29
Private Tutor,31
Professional Tutor,11
Psychology Instructor,11
Psychology Professor,11
Psychology Teacher,29
Reader,11
Reading Teacher,29
Reading Tutor,11
Religion Teacher,29
Sat Tutor,11
School Secretary,31
Science Teacher,29
Secondary Teacher,29
Social Science Teacher,29
Social Studies Teacher,29
Spanish Teacher,29
Student Tutor,11
Student Worker,31
Teaching Artist,11
Theater Teacher,29
Theology Teacher,29
Tutor,11
Welding Instructor,48
Writing Tutor,11
Accompanist,11
Art Model,11
Choreographer,31
Craftsman,11
DJ,31
Dance Instructor,48
Dance Teacher,29
Painter,31
Potter,11
Sculptor,31
Tattoo Artist,11
Voice Over Artist,11
Chiropractor,31
Coroner,31
Dental,31
Dentist,11
Doctor,31
Emergency Medicine Physician,29
Endodontist,11
Family Medicine Physician,29
Family Physician,11
General Dentist,48
General Practitioner,11
Hospital Volunteer,11
Machine Learning Engineer,48
Scrum Master,11
Vp Engineering,48
User Experience Researcher,48
Activity Assistant,11
Chief Compliance Officer,31
Event Planning,48
Hr Administrative Assistant,11
Human Resources Clerk,11
Payroll Director,31
Bailiff,48
Court Clerk,31
Court Officer,31
Court Reporter,31
Deputy Clerk,31
Deputy Court Clerk,11
Judge,48
Justice,31
Notary Public,11
Animal Care Technician,29
Animal Caretaker,48
Animal Keeper,48
Animal Technician,29
Associate Veterinarian,11
Cowboy,11
Hostler,11
Marine Mammal Trainer,48
Ranch Hand,29
Ranch Manager,48
Veterinarian,48
Veterinary,48
Zoologist,48
Bishop,11
Deaconess,11
Lead Pastor,11
Minister,48
Pastor,11
Priest,11
Rabbi,11
Baseball Coach,11
Basketball Coach,11
Basketball Referee,31
Cheerleading Coach,48
Diving Coach,11
Event Planner,29
Golf Coach,11
Assistant Portfolio Manager,11
Chief Information Officer,31
Founder,11
Funeral Director,31
Ombudsman,11
Partner,11
Inventor,31
Sales Trader,11
Vp Sales,11
Assistant Director Of Nursing,11
Certified Nurse Midwife,31
Charge Nurse,11
Clinical Nurse Specialist,11
Clinical Research Nurse,11
Critical Care Nurse,31
Emergency Room Nurse,11
Home Health Nurse,31
Hospice Nurse,31
Nurse Liaison,11
Nurse Midwife,11
Nurse Specialist,11
Nursing Home,11
Occupational Nurse,11
Operating Room Nurse,31
Rehabilitation Nurse,11
Research Nurse,11
School Nurse,31
Surgical Nurse,11
Wound Care Nurse,11
Captain,11
Resident Assistant,11
Starter,31
Clinical Research Assistant,11
Engineering Assistant,48
Au Pair,11
Child Care Worker,31
Companion,11
Elderly Companion,11
House Sitter,11
Live In Nanny,11
Nanny,11
Nursery Worker,31
Summer Nanny,11
Border Patrol Agent,11
Forensic Pathologist,11
Forensic Psychologist,11
Infantry,48
Infantryman,11
Law Enforcement Officer,31
Marine,48
Military,11
National Guard,48
State Trooper,31
Unarmed Security Guard,11
Document Review Attorney,11
Hacker,48
Music Therapist,11
Physical Therapist,11
Physical Therapist Aide,11
Physical Therapy Aide,11
Physical Therapy Assistant,11
Physical Therapy Technician,29
Rehabilitation Aide,11
Rehabilitation Technician,29
Speech Language Pathologist,11
Speech Therapist,29
Speech Therapy Assistant,11
Sports Physical Therapist,11
Corporate Attorney,11
Housekeeper,31
Landscaper,29
Vice Principal,11
Aesthetician,11
Apparel Designer,11
Beautician,11
Beauty Advisor,11
Beauty Consultant,11
Colorist,11
Cosmetic Chemist,11
Cosmetologist,48
Costume Designer,11
Design Consultant,11
Esthetician,29
Fashion Buyer,11
Fashion Consultant,11
Fashion Stylist,11
Footwear Designer,48
Hair Stylist,11
Hairdresser,11
Make Up Artist,11
Male Model,48
Manicurist,11
Master Esthetician,48
Model,11
Nail Technician,29
Personal Stylist,11
Photo Stylist,31
Salon Assistant,11
Spa Manager,48
Stylist,11
Geographer,48
Herbalist,11
Historian,31
Chief Financial Officer (CFO),31
Head Teller,11
Loss Prevention Specialist,11
Money Manager,48
Payroll,11
Private Equity,11
Retail Banker,48
Body Shop Manager,48
Transportation Security Officer,31
Chief Information Security Officer,31
Therapy Aide,29
Affiliate Manager,48
Clinical Operations Manager,48
Caregiver,31
Admissions Coordinator,11
Clinical Director,11
Accounting Professor,11
Accounting Tutor,11
Adjunct Instructor,11
Adjunct Nursing Faculty,11
Adjunct Professor,11
Adjunct Teacher,11
Admissions Advisor,11
Sports Psychologist,11
Fire Watch,31
Groundman,11
Groundsman,48
Mascot,11
Senior Pastor,11
Investor,11
Revenue Officer,31
Musician,29
Organist,31
Pianist,11
Singer,48
Airport,11
Director,31
Nurse,11
Technician,29
